"","Event","PCG","Year","Lat","Long","Depth","Duration","Temp","Salinity","Black.Sea.Bass.Abund","Red.Snapper.Abund","Scamp.Abund","Stenotomus.sp.Abund","Tomtate.Abund","Presence_absence","Max.BD.kknn","Mean.BD.kknn","BH.kknn","Max.SD.kknn","Mean.SD.kknn","SS.kknn","SR.kknn"
"10372","2012-1013","T60123083324",2012,28.72276,-80.1413,52,91,14.75,35.84,0,0,0,0,0,0,8.52248721983022e-09,6.81623977848844e-09,"Max Height >0.5 m",1.04124843856242e-08,7.86623820392953e-09,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10373","2012-1013","T60123084324",2012,28.72507,-80.1413,56,93,14.75,35.84,6,0,0,0,0,1,25.0000000000008,18.7500000000001,"Max Height >0.5 m",35.3333333333329,31.4999999999992,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10374","2012-1013","T60123085324",2012,28.72891,-80.14297,54,97,14.75,35.84,1,0,0,0,0,1,25,18.75,"Max Height >0.5 m",35.3333333333333,31.5,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10375","2012-1014","T60123087324",2012,28.89557,-80.17775,52,85,15.2,35.91,0,0,0,0,0,0,2.2,1.9,"Max height < 0.5 m",20.2,20.1,"No consolidated sediment","<0.3 m of Relief"
"10376","2012-1014","T60123088324",2012,28.89037,-80.17527,52,86,15.2,35.91,0,0,0,0,0,0,9.79998530411688e-10,9.27498609139633e-10,"Max height < 0.5 m",2.79999580117625e-09,2.73874589302552e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10377","2012-1014","T60123089324",2012,28.8849,-80.17466,52,81,15.2,35.91,6,1,0,0,0,1,2.2049966934263e-09,1.47874778249621e-09,"Max height < 0.5 m",5.5299917073231e-09,5.22374216656944e-09,"No consolidated sediment","<0.3 m of Relief"
"10378","2012-1014","T60123090324",2012,28.87886,-80.17404,52,81,15.2,35.91,0,0,0,0,0,0,2.2049966934263e-09,2.09124686400351e-09,"Max height < 0.5 m",6.92998960791122e-09,6.3612404607973e-09,"No consolidated sediment","<0.3 m of Relief"
"10379","2012-1014","T60123091324",2012,28.87264,-80.17246,52,84,15.2,35.91,0,0,0,0,0,0,18.3333333333333,15,"Max height < 0.5 m",19.4375,17.75,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10380","2012-1014","T60123092324",2012,28.86526,-80.17119,52,85,15.2,35.91,0,0,0,0,0,0,18.3333333333333,15,"Max height < 0.5 m",19.4375,17.75,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10381","2012-1015","T60123094324",2012,28.94793,-80.1814,53,83,15.19,35.93,1,0,0,0,0,1,6.15999076258775e-09,5.87999118247013e-09,"Max height < 0.5 m",7.05248942421268e-09,5.24999212720547e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10382","2012-1015","T60123095324",2012,28.95057,-80.18118,58,85,15.19,35.93,9,0,0,0,0,1,6.77248984409506e-09,5.79249131368337e-09,"Max height < 0.5 m",7.05248942421268e-09,5.24999212720547e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10383","2012-1015","T60123096324",2012,28.95288,-80.18163,53,83,15.19,35.93,3,0,0,0,0,1,6.77248984409506e-09,5.79249131368337e-09,"Max height < 0.5 m",7.05248942421268e-09,5.24999212720547e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10384","2012-1015","T60123097324",2012,28.9566,-80.18237,55,87,15.19,35.93,9,0,0,0,0,1,33.8461538461538,25.8846153846154,"Max Height >0.5 m",36.3076923076923,19.6923076923077,"> 50% consolidated sediment <1 m in diameter","0.3 - 1 m of Relief"
"10385","2012-1015","T60123098324",2012,28.95938,-80.18278,53,89,15.19,35.93,1,0,0,0,0,1,33.8461538461538,25.8846153846154,"Max Height >0.5 m",36.3076923076923,19.6923076923077,"> 50% consolidated sediment <1 m in diameter","0.3 - 1 m of Relief"
"10386","2012-1015","T60123099324",2012,28.96183,-80.18291,53,85,15.19,35.93,3,0,0,0,0,1,33.8461538461538,25.8846153846154,"Max Height >0.5 m",36.3076923076923,19.6923076923077,"> 50% consolidated sediment <1 m in diameter","0.3 - 1 m of Relief"
"10387","2012-1016","T60123101324",2012,28.99553,-80.27169,43,81,17.16,36.03,0,0,0,0,0,0,3.2899950663821e-09,10.7058823529412,"Max height < 0.5 m",4.70588235294118,3.14705882352941,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10388","2012-1016","T60123102324",2012,28.99943,-80.27315,43,84,17.16,36.03,6,1,0,0,0,1,3.2899950663821e-09,10.7058823529412,"Max height < 0.5 m",4.70588235294118,3.14705882352941,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10389","2012-1016","T60123103324",2012,29.00365,-80.2713,43,87,17.16,36.03,0,0,0,0,0,0,3.2899950663821e-09,10.7058823529412,"Max height < 0.5 m",4.70588235294118,3.14705882352941,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10390","2012-1017","T60123105324",2012,29.7702,-80.44398,38,84,21.3,36.23,0,5,0,0,4,0,6.6499900277936e-09,5.73999139241132e-09,"Max height < 0.5 m",5.19749220593342e-09,4.03374395106954e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10391","2012-1017","T60123106324",2012,29.76939,-80.45629,35,86,21.3,36.23,0,0,0,0,0,0,6.6499900277936e-09,5.73999139241132e-09,"Max height < 0.5 m",5.19749220593342e-09,4.03374395106954e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10392","2012-1017","T60123107324",2012,29.76553,-80.4551,34,90,21.3,36.23,0,0,0,0,1,0,6.6499900277936e-09,5.73999139241132e-09,"Max height < 0.5 m",5.19749220593342e-09,4.03374395106954e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10393","2012-1017","T60123108324",2012,29.76095,-80.45234,35,94,21.3,36.23,3,0,0,0,10,1,23.2307692307692,16.8846153846154,"Max height < 0.5 m",23.4615384615385,16.6153846153846,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10394","2012-1017","T60123109324",2012,29.75643,-80.45176,33,100,21.3,36.23,0,0,0,0,10,0,23.2307692307692,16.8846153846154,"Max height < 0.5 m",23.4615384615385,16.6153846153846,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10395","2012-1017","T60123110324",2012,29.75194,-80.45344,34,104,21.3,36.23,0,0,0,0,0,0,5.45999181229369e-09,13.6470588235294,"Max height < 0.5 m",6.41176470588235,3.88235294117647,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10396","2012-1018","T60123112324",2012,29.73322,-80.44921,35,88,20.96,36.22,0,0,0,0,0,0,6.43999034270538e-09,4.34874347870187e-09,"Max height < 0.5 m",4.60249309818346e-09,2.98374552562844e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10397","2012-1018","T60123113324",2012,29.72736,-80.4457,35,90,20.96,36.22,0,0,0,0,0,0,6.26499060513186e-09,5.00499249460255e-09,"Max height < 0.5 m",5.96749105125689e-09,3.74499438407324e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10398","2012-1018","T60123114324",2012,29.69718,-80.46377,35,93,20.96,36.22,0,1,0,0,0,0,2.08249687712484e-09,1.30374804492269e-09,"Max height < 0.5 m",2.62499606360274e-10,2.09999685088219e-10,"No consolidated sediment","<0.3 m of Relief"
"10399","2012-1018","T60123115324",2012,29.69986,-80.47762,33,98,20.96,36.22,15,0,0,4,20,1,2.08249687712484e-09,1.30374804492269e-09,"Max height < 0.5 m",2.62499606360274e-10,2.09999685088219e-10,"No consolidated sediment","<0.3 m of Relief"
"10400","2012-1018","T60123116324",2012,29.69925,-80.48338,34,103,20.96,36.22,3,0,0,22,0,1,2.08249687712484e-09,1.30374804492269e-09,"Max height < 0.5 m",2.62499606360274e-10,2.09999685088219e-10,"No consolidated sediment","<0.3 m of Relief"
"10401","2012-1018","T60123117324",2012,29.69998,-80.50042,34,108,20.96,36.22,0,0,0,0,0,0,2.08249687712484e-09,1.30374804492269e-09,"Max height < 0.5 m",2.62499606360274e-10,2.09999685088219e-10,"No consolidated sediment","<0.3 m of Relief"
"10402","2012-1019","T60123119324",2012,29.73022,-80.46955,37,89,21.21,36.23,0,0,0,0,13,0,6.43999034270538e-09,4.34874347870187e-09,"Max height < 0.5 m",4.60249309818346e-09,2.98374552562844e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10403","2012-1019","T60123120324",2012,29.72836,-80.46088,34,91,21.21,36.23,5,4,0,0,0,1,6.26499060513186e-09,5.00499249460255e-09,"Max height < 0.5 m",5.96749105125689e-09,3.74499438407324e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10404","2012-1019","T60123121324",2012,29.73303,-80.46017,35,90,21.21,36.23,0,0,0,0,0,0,6.43999034270538e-09,4.34874347870187e-09,"Max height < 0.5 m",4.60249309818346e-09,2.98374552562844e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10405","2012-1019","T60123122324",2012,29.73391,-80.4688,36,94,21.21,36.23,0,0,0,0,8,0,6.43999034270538e-09,4.34874347870187e-09,"Max height < 0.5 m",4.60249309818346e-09,2.98374552562844e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10406","2012-1019","T60123123324",2012,29.74066,-80.46783,36,93,21.21,36.23,12,1,0,0,3,1,15.625,10.90625,"Max height < 0.5 m",15.4375,10.9375,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10407","2012-1019","T60123124324",2012,29.73811,-80.45914,36,95,21.21,36.23,3,0,0,0,2,1,15.625,10.90625,"Max height < 0.5 m",15.4375,10.9375,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10408","2012-1020","T60123126324",2012,29.77934,-80.42755,42,81,20.76,36.22,2,0,0,0,0,1,2.2049966934263e-09,2.14374678527557e-09,"Max height < 0.5 m",1.36499795307342e-09,8.22498766595524e-10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10409","2012-1020","T60123127324",2012,29.77783,-80.42885,42,82,20.76,36.22,10,1,0,0,0,1,2.2049966934263e-09,2.14374678527557e-09,"Max height < 0.5 m",1.36499795307342e-09,8.22498766595524e-10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10410","2012-1020","T60123128324",2012,29.77546,-80.43034,40,86,20.76,36.22,0,0,0,0,0,0,2.2049966934263e-09,2.14374678527557e-09,"Max height < 0.5 m",1.36499795307342e-09,8.22498766595524e-10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10411","2012-1020","T60123129324",2012,29.7728,-80.42843,42,89,20.76,36.22,0,0,0,0,0,0,6.6499900277936e-09,5.73999139241132e-09,"Max height < 0.5 m",5.19749220593342e-09,4.03374395106954e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10412","2012-1020","T60123130324",2012,29.77228,-80.4382,39,91,20.76,36.22,0,0,1,0,0,0,6.6499900277936e-09,5.73999139241132e-09,"Max height < 0.5 m",5.19749220593342e-09,4.03374395106954e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10413","2012-1021","T60123133324",2012,31.29857,-79.85964,56,84,18.58,36.15,0,0,0,0,0,0,17.7590863491195,14.6786391922701,"Max height < 0.5 m",13.0346651352915,11.3415950606013,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10414","2012-1021","T60123134324",2012,31.29236,-79.86341,51,85,18.58,36.15,12,0,0,0,0,1,22.9673040888294,19.082646839819,"Max height < 0.5 m",18.8556143737945,16.7795871123606,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10415","2012-1021","T60123135324",2012,31.28781,-79.86443,52,94,18.58,36.15,3,0,0,0,0,1,26.3177962278647,22.0467005944105,"Max height < 0.5 m",21.9078489134469,18.96169300946,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10416","2012-1021","T60123136324",2012,31.28437,-79.86638,50,98,18.58,36.15,4,0,0,0,1,1,27.856818576102,23.5527438923284,"Max height < 0.5 m",22.5454438862905,18.5109793217602,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10417","2012-1021","T60123137324",2012,31.27918,-79.86842,51,101,18.58,36.15,3,0,0,0,1,1,29.2222222222222,24.8888888888889,"Max height < 0.5 m",23.1111111111111,18.1111111111111,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10418","2012-1021","T60123138324",2012,31.2725,-79.87157,50,106,18.58,36.15,3,0,0,0,0,1,4.42749336060995e-09,12.0882352941176,"Max height < 0.5 m",14.4705882352941,9.26470588235294,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10419","2012-1022","T60123140324",2012,31.26863,-79.8723,52,82,19.37,36.19,3,0,0,0,2,1,4.68999296697022e-09,12.0882352941176,"Max height < 0.5 m",14.4705882352941,9.26470588235294,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10420","2012-1022","T60123141324",2012,31.2646,-79.87471,50,88,19.37,36.19,0,0,0,0,0,0,5.38999191726428e-09,4.5149932293967e-09,"Max height < 0.5 m",6.52749021149214e-09,4.47124329500333e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10421","2012-1022","T60123142324",2012,31.25894,-79.87659,50,92,19.37,36.19,2,0,0,0,0,1,5.5649916548378e-09,4.53249320315406e-09,"Max height < 0.5 m",6.92998960791122e-09,4.63749304569817e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10422","2012-1022","T60123143324",2012,31.25525,-79.87708,55,100,19.37,36.19,7,0,0,0,1,1,5.5649916548378e-09,4.53249320315406e-09,"Max height < 0.5 m",6.92998960791122e-09,4.63749304569817e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10423","2012-1022","T60123144324",2012,31.25065,-79.88033,48,107,19.37,36.19,3,0,1,0,0,1,38.8888888888889,33.3333333333333,"Max Height >0.5 m",39.7,29.65,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10424","2012-1022","T60123145324",2012,31.2464,-79.88053,50,110,19.37,36.19,1,0,0,0,2,1,39.0579971517815,33.7884335114121,"Max height < 0.5 m",36.0025783619493,27.0900865936781,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief"
"10425","2012-1023","T60123147324",2012,31.47817,-79.75642,64,78,14.88,35.88,0,0,0,0,0,0,20.5,17.25,"Max height < 0.5 m",18.1875,14.59375,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10426","2012-1023","T60123148324",2012,31.48461,-79.7445,69,83,14.88,35.88,1,0,0,0,0,1,20.5,17.25,"Max height < 0.5 m",18.1875,14.59375,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10427","2012-1023","T60123149324",2012,31.4838,-79.72727,72,87,14.88,35.88,0,0,0,0,0,0,20.5,17.25,"Max height < 0.5 m",18.1875,14.59375,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10428","2012-1023","T60123150324",2012,31.48981,-79.72392,73,93,14.88,35.88,0,0,0,0,0,0,7.86666666666667,6.53333333333333,"Max height < 0.5 m",5.86666666666667,4.46666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10429","2012-1023","T60123151324",2012,31.4892,-79.73002,70,99,14.88,35.88,0,0,1,0,0,0,7.86666666666667,6.53333333333333,"Max height < 0.5 m",5.86666666666667,4.46666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10430","2012-1023","T60123152324",2012,31.48959,-79.74065,69,107,14.88,35.88,4,0,0,0,0,1,7.86666666666667,6.53333333333333,"Max height < 0.5 m",5.86666666666667,4.46666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10431","2012-1024","T60123154324",2012,31.49537,-79.727,70,76,15.06,35.9,3,0,0,0,0,1,5.81818181818182,4.5,"Max height < 0.5 m",2.45454545454546,1.90909090909091,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10432","2012-1024","T60123155324",2012,31.50038,-79.72252,70,80,15.06,35.9,0,0,0,0,0,0,5.81818181818182,4.5,"Max height < 0.5 m",2.45454545454545,1.90909090909091,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10433","2012-1024","T60123156324",2012,31.5063,-79.72054,71,84,15.06,35.9,0,0,0,0,0,0,8.75,7.3125,"Max height < 0.5 m",4.625,3.9375,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10434","2012-1024","T60123157324",2012,31.51222,-79.7179,73,94,15.06,35.9,0,0,0,0,0,0,10.1877473299288,8.39749769433001,"Max height < 0.5 m",6.66125145099364,5.49394507461008,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10435","2012-1025","T60123159324",2012,31.55016,-79.70357,71,82,16.94,36.1,5,0,1,0,0,1,15.1666666666667,11.4166666666667,"Max height < 0.5 m",11.5,8.83333333333333,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10436","2012-1025","T60123160324",2012,31.54603,-79.70897,69,89,16.94,36.1,3,0,0,0,0,1,15.1666666666667,11.4166666666667,"Max height < 0.5 m",11.5,8.83333333333333,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10437","2012-1025","T60123161324",2012,31.54802,-79.7282,65,93,16.94,36.1,0,0,0,0,0,0,15.1666666666667,11.4166666666667,"Max height < 0.5 m",11.5,8.83333333333333,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10438","2012-1025","T60123162324",2012,31.54354,-79.73251,61,99,16.94,36.1,0,0,0,0,0,0,11.3571428571429,8.57142857142857,"Max height < 0.5 m",9.57142857142857,6.96428571428572,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10439","2012-1025","T60123163324",2012,31.54299,-79.74368,60,105,16.94,36.1,0,0,0,0,0,0,11.3571428571429,8.57142857142857,"Max height < 0.5 m",9.57142857142857,6.96428571428572,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10440","2012-1026","T60123165324",2012,31.53345,-79.72049,72,88,18.07,36.03,0,0,0,0,0,0,6.93333333333333,6.16666666666667,"Max height < 0.5 m",3.86666666666667,3.06666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10441","2012-1026","T60123166324",2012,31.53719,-79.7338,61,92,18.07,36.03,0,1,0,0,0,0,11.3571428571429,8.57142857142857,"Max height < 0.5 m",9.57142857142857,6.96428571428571,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10442","2012-1026","T60123167324",2012,31.53274,-79.74136,59,98,18.07,36.03,0,0,0,0,0,0,6.93333333333333,6.16666666666667,"Max height < 0.5 m",3.86666666666667,3.06666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10443","2012-1026","T60123168324",2012,31.52821,-79.74397,59,103,18.07,36.03,0,0,0,0,0,0,6.93333333333333,6.16666666666667,"Max height < 0.5 m",3.86666666666667,3.06666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10444","2012-1026","T60123169324",2012,31.52563,-79.75063,58,107,18.07,36.03,0,0,0,0,0,0,6.93333333333333,6.16666666666667,"Max height < 0.5 m",3.86666666666667,3.06666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10445","2012-1027","T60123171324",2012,31.62217,-80.56371,24,84,23.5,35.91,88,0,0,20,26,1,5.06666666666667,3.7,"Max height < 0.5 m",9.26666666666667,7.96666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10446","2012-1027","T60123172324",2012,31.62534,-80.57475,24,86,23.5,35.91,63,0,0,0,0,1,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10447","2012-1027","T60123173324",2012,31.62484,-80.57785,24,93,23.5,35.91,40,0,0,0,6,1,5.06666666666667,3.7,"Max height < 0.5 m",9.26666666666666,7.96666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10448","2012-1027","T60123174324",2012,31.6279,-80.57858,24,97,23.5,35.91,12,1,0,0,0,1,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10449","2012-1027","T60123175324",2012,31.62835,-80.57634,24,99,23.5,35.91,25,0,0,0,0,1,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10450","2012-1027","T60123176324",2012,31.62756,-80.57431,23,102,23.5,35.91,143,0,0,0,9,1,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10451","2012-1028","T60123178324",2012,31.63309,-79.64761,75,91,18.56,36.16,0,0,0,0,0,0,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10452","2012-1028","T60123179324",2012,31.63223,-79.65508,73,85,18.56,36.16,0,0,0,0,0,0,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10453","2012-1028","T60123180324",2012,31.63425,-79.6569,70,89,18.56,36.16,0,0,5,0,0,0,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10454","2012-1028","T60123181324",2012,31.63979,-79.66271,69,93,18.56,36.16,0,0,0,0,0,0,14.25,14.25,"Max height < 0.5 m",0.75,0.625,"No consolidated sediment","<0.3 m of Relief"
"10455","2012-1028","T60123182324",2012,31.64026,-79.66699,68,98,18.56,36.16,0,0,0,0,0,0,14.25,14.25,"Max height < 0.5 m",0.75,0.625,"No consolidated sediment","<0.3 m of Relief"
"10456","2012-1028","T60123183324",2012,31.63728,-79.66602,68,104,18.56,36.16,0,1,3,0,0,0,14.25,14.25,"Max height < 0.5 m",0.75,0.625,"No consolidated sediment","<0.3 m of Relief"
"10457","2012-1029","T60123185324",2012,31.63609,-79.66924,68,88,18.44,36.16,0,0,0,0,0,0,14.25,14.25,"Max height < 0.5 m",0.75,0.625,"No consolidated sediment","<0.3 m of Relief"
"10458","2012-1029","T60123186324",2012,31.63416,-79.66556,69,93,18.44,36.16,0,0,1,0,0,0,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10459","2012-1029","T60123187324",2012,31.62829,-79.66149,72,101,18.44,36.16,0,0,0,0,0,0,3.34249498765415e-09,2.96624555187109e-09,"Max height < 0.5 m",2.18749671966895e-09,1.46999779561753e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10460","2012-1029","T60123188324",2012,31.62495,-79.66358,71,109,18.44,36.16,0,0,0,0,0,0,5.06666666666667,3.70000000000009,"Max height < 0.5 m",9.26666666666664,7.96666666666661,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10461","2012-1029","T60123189324",2012,31.6215,-79.66748,70,117,18.44,36.16,0,0,0,0,0,0,5.06666666666667,3.7,"Max height < 0.5 m",9.26666666666667,7.96666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10462","2012-1029","T60123190324",2012,31.62047,-79.67207,68,127,18.44,36.16,0,0,4,0,0,0,5.06666666666667,3.7,"Max height < 0.5 m",9.26666666666667,7.96666666666667,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10463","2012-1030","T60123192324",2012,31.61318,-79.67515,69,89,19.05,36.19,0,0,0,0,0,0,8.45454545454546,6.81818181818182,"Max height < 0.5 m",2.81818181818182,1.95454545454545,"No consolidated sediment","<0.3 m of Relief"
"10464","2012-1030","T60123193324",2012,31.6102,-79.6751,69,94,19.05,36.19,0,0,0,0,0,0,8.45454545454546,6.81818181818182,"Max height < 0.5 m",2.81818181818182,1.95454545454545,"No consolidated sediment","<0.3 m of Relief"
"10465","2012-1030","T60123194324",2012,31.6082,-79.66992,70,106,19.05,36.19,0,0,1,0,0,0,8.45454545454546,6.81818181818182,"Max height < 0.5 m",2.81818181818182,1.95454545454545,"No consolidated sediment","<0.3 m of Relief"
"10466","2012-1030","T60123195324",2012,31.60622,-79.67269,72,109,19.05,36.19,0,0,0,0,0,0,8.45454545454546,6.81818181818182,"Max height < 0.5 m",2.81818181818182,1.95454545454546,"No consolidated sediment","<0.3 m of Relief"
"10467","2012-1030","T60123196324",2012,31.60824,-79.67827,69,114,19.05,36.19,0,0,0,0,0,0,8.45454545454546,6.81818181818182,"Max height < 0.5 m",2.81818181818182,1.95454545454545,"No consolidated sediment","<0.3 m of Relief"
"10468","2012-1030","T60123197324",2012,31.60604,-79.68207,67,118,19.05,36.19,0,0,0,0,0,0,8.45454545454546,6.81818181818182,"Max height < 0.5 m",2.81818181818182,1.95454545454546,"No consolidated sediment","<0.3 m of Relief"
"10469","2012-1031","T60123199324",2012,31.44101,-80.33065,37,79,23.37,36.3,5,0,0,2,5,1,2.46749629978657e-09,1.88124717891529e-09,"Max height < 0.5 m",2.71249593238949e-09,2.02999695585278e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10470","2012-1031","T60123200324",2012,31.43999,-80.34483,36,81,23.37,36.3,27,1,0,52,30,1,2.46749629978657e-09,1.88124717891529e-09,"Max height < 0.5 m",2.71249593238949e-09,2.02999695585278e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10471","2012-1031","T60123201324",2012,31.44016,-80.34924,36,87,23.37,36.3,24,0,0,17,28,1,2.46749629978657e-09,1.88124717891529e-09,"Max height < 0.5 m",2.71249593238949e-09,2.02999695585278e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10472","2012-1031","T60123202324",2012,31.44032,-80.35565,35,91,23.37,36.3,13,0,0,67,7,1,2.46749629978657e-09,1.88124717891529e-09,"Max height < 0.5 m",2.71249593238949e-09,2.02999695585278e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10473","2012-1031","T60123203324",2012,31.43609,-80.35726,36,94,23.37,36.3,31,0,0,23,19,1,2.64249603736009e-09,1.88124717891529e-09,"Max height < 0.5 m",2.71249593238949e-09,2.02999695585278e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10474","2012-1031","T60123204324",2012,31.43554,-80.35012,36,96,23.37,36.3,33,0,0,34,36,1,2.64249603736009e-09,1.88124717891529e-09,"Max height < 0.5 m",2.71249593238949e-09,2.02999695585278e-09,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
"10475","2012-1032","T60123206324",2012,31.42804,-80.3255,39,85,23.37,36.33,28,4,0,0,1,1,1.6624975069484e-09,4.32352941176471,"Max height < 0.5 m",7.94117647058824,6.11764705882353,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief"
