"","Event","PCG","Year","Lat","Long","Depth","Duration","Temp","Salinity","Black.Sea.Bass.Abund","Red.Porgy.Abund","Red.Snapper.Abund","Scamp.Abund","Stenotomus.sp.Abund","Tomtate.Abund","White.Grunt.Abund"
"7863","1995-115","P05951112324",1995,31.38297,-80.8986,18,91,24.25,34.11,0,0,0,0,0,0,0
"7864","1995-115","P05951113324",1995,31.38092,-80.89855,18,97,24.25,34.11,0,0,0,0,0,0,0
"7865","1995-115","P05951114324",1995,31.38158,-80.89685,18,99,24.25,34.11,0,0,0,0,0,0,0
"7866","1995-115","P05951115324",1995,31.38357,-80.89668,18,103,24.25,34.11,0,0,0,0,0,0,0
"7867","1995-120","P05951138324",1995,31.38667,-80.88432,18,82,23.22,34.34,0,0,0,0,0,0,0
"7868","1995-120","P05951139324",1995,31.38528,-80.88448,18,77,23.22,34.34,0,0,0,0,0,0,0
"7869","1995-120","P05951140324",1995,31.38443,-80.88416,18,124,23.22,34.34,0,0,0,0,0,0,0
"7870","1995-120","P05951141324",1995,31.38332,-80.8841,18,127,23.22,34.34,0,0,0,0,0,0,0
"7871","1995-120","P05951147324",1995,31.38297,-80.88578,18,150,23.22,34.34,0,0,0,0,0,0,0
"7872","1995-120","P05951150324",1995,31.38063,-80.88763,18,145,23.22,34.34,0,0,0,0,0,0,0
"7873","1995-120","P05951151324",1995,31.3838,-80.88965,18,146,23.22,34.34,0,0,0,0,0,0,0
"7874","1995-120","P05951152324",1995,31.38197,-80.88615,18,132,23.22,34.34,0,0,0,0,0,0,0
"7875","1995-120","P05951153324",1995,31.38362,-80.892,18,132,23.22,34.34,0,0,0,0,0,0,0
"7876","1995-120","P05951154324",1995,31.38413,-80.89643,16,104,23.22,34.34,0,0,0,0,0,0,0
"7877","1995-120","P05951155324",1995,31.38517,-80.89742,16,108,23.22,34.34,0,0,0,0,0,0,0
"7878","1995-120","P05951156324",1995,31.38175,-80.89507,16,134,23.22,34.34,0,0,0,0,0,0,0
"7879","1995-120","P05951157324",1995,31.38683,-80.89535,16,118,23.22,34.34,0,0,0,0,0,0,0
"7880","1995-120","P05951158324",1995,31.3862,-80.89046,18,134,23.22,34.34,0,0,0,0,0,0,0
"7881","1995-120","P05951159324",1995,31.38458,-80.8933,18,127,23.22,34.34,0,0,0,0,0,0,0
"7882","1995-120","P05951160324",1995,31.38458,-80.8884,18,121,23.22,34.34,0,0,0,0,0,0,0
"7883","1995-120","P05951161324",1995,31.38655,-80.88879,18,125,23.22,34.34,0,0,0,0,0,0,0
"7884","1995-126","P05951162324",1995,31.38685,-80.88443,18,78,23.44,34.42,0,0,0,0,0,0,0
"7885","1995-126","P05951163324",1995,31.3856,-80.88447,18,77,23.44,34.42,0,0,0,0,0,0,0
"7886","1995-126","P05951164324",1995,31.38423,-80.88461,18,101,23.44,34.42,0,0,0,0,0,0,0
"7887","1995-126","P05951165324",1995,31.38367,-80.88486,18,104,23.44,34.42,0,0,0,0,0,0,0
"7888","1995-126","P05951166324",1995,31.38255,-80.88478,18,134,23.44,34.42,0,0,0,0,0,0,0
"7889","1995-126","P05951167324",1995,31.38162,-80.88482,18,139,23.44,34.42,0,0,0,0,0,0,0
"7890","1995-126","P05951169324",1995,31.38542,-80.88737,18,92,23.44,34.42,0,0,0,0,0,0,0
"7891","1995-126","P05951170324",1995,31.3869,-80.88766,18,86,23.44,34.42,0,0,0,0,0,0,0
"7892","1995-126","P05951171324",1995,31.38355,-80.88744,18,95,23.44,34.42,0,0,0,0,0,0,0
"7893","1995-126","P05951172324",1995,31.382,-80.88748,20,98,23.44,34.42,0,0,0,0,0,0,0
"7894","1995-126","P05951173324",1995,31.38273,-80.89035,20,112,23.44,34.42,0,0,0,0,0,0,0
"7895","1995-126","P05951175324",1995,31.38542,-80.88982,18,87,23.44,34.42,0,0,0,0,0,0,0
"7896","1995-126","P05951176324",1995,31.38545,-80.88815,18,131,23.44,34.42,0,0,0,0,0,0,0
"7897","1995-126","P05951178324",1995,31.38245,-80.8917,18,49,23.44,34.42,0,0,0,0,0,0,0
"7898","1995-126","P05951179324",1995,31.384,-80.89165,18,91,23.44,34.42,0,0,0,0,0,0,0
"7899","1995-126","P05951180324",1995,31.38502,-80.89318,18,90,23.44,34.42,0,0,0,0,0,0,0
"7900","1995-126","P05951181324",1995,31.38625,-80.8937,18,90,23.44,34.42,0,0,0,0,0,0,0
"7901","1995-126","P05951182324",1995,31.38105,-80.89297,16,107,23.44,34.42,0,0,0,0,0,0,0
"7902","1995-126","P05951183324",1995,31.38238,-80.89449,16,108,23.44,34.42,0,0,0,0,0,0,0
"7903","1995-126","P05951184324",1995,31.38507,-80.89642,16,92,23.44,34.42,0,0,0,0,0,0,0
"7904","1995-126","P05951185324",1995,31.38588,-80.8965,16,94,23.44,34.42,0,0,0,0,0,0,0
"7905","1995-126","P05951186324",1995,31.38732,-80.89355,16,94,23.44,34.42,0,0,0,0,0,0,0
"7906","1995-126","P05951187324",1995,31.38015,-80.89678,16,117,23.44,34.42,0,0,0,0,0,0,0
"7907","1995-126","P05951188324",1995,31.38367,-80.89823,16,120,23.44,34.42,0,0,0,0,0,0,0
"7908","1996-19","P05960001324",1996,32.25857,-79.69102,29,88,17.08,35.44,14,0,0,0,79,7,0
"7909","1996-19","P05960002324",1996,32.25408,-79.68948,27,97,17.08,35.44,34,5,0,0,21,1,0
"7910","1996-19","P05960003324",1996,32.25051,-79.69199,27,101,17.08,35.44,26,4,0,0,38,3,0
"7911","1996-19","P05960004324",1996,32.24768,-79.69305,29,104,17.08,35.44,14,2,0,0,46,1,0
"7912","1996-19","P05960005324",1996,32.24763,-79.6952,27,111,17.08,35.44,25,5,0,0,36,2,0
"7913","1996-19","P05960006324",1996,32.24425,-79.69646,27,112,17.08,35.44,7,2,0,0,45,0,0
"7914","1996-20","P05960008324",1996,32.2507,-79.69643,27,86,17.08,35.43,47,8,0,0,8,2,0
"7915","1996-20","P05960009324",1996,32.24975,-79.6981,29,88,17.08,35.43,18,2,0,0,8,1,0
"7916","1996-20","P05960010324",1996,32.24726,-79.69918,27,90,17.08,35.43,56,10,0,0,14,4,0
"7917","1996-20","P05960011324",1996,32.24437,-79.69958,27,92,17.08,35.43,15,2,0,0,6,1,0
"7918","1996-20","P05960012324",1996,32.24325,-79.70222,29,93,17.08,35.43,52,9,0,0,19,0,0
"7919","1996-20","P05960013324",1996,32.23992,-79.70395,29,93,17.08,35.43,36,3,0,0,21,2,0
"7920","1996-29","P05960036324",1996,32.07817,-79.24302,79,101,18.5,36.12,0,6,0,0,0,0,0
"7921","1996-31","P05960049324",1996,32.25043,-79.18227,51,90,18.07,36.18,0,0,0,0,0,2,0
"7922","1996-31","P05960050324",1996,32.25993,-79.17461,50,86,18.07,36.18,0,3,0,0,0,11,0
"7923","1996-31","P05960051324",1996,32.26373,-79.17316,51,92,18.07,36.18,0,7,0,0,0,5,0
"7924","1996-31","P05960052324",1996,32.26488,-79.1717,48,94,18.07,36.18,0,1,0,0,0,1,0
"7925","1996-31","P05960053324",1996,32.26358,-79.17073,51,104,18.07,36.18,0,1,1,0,0,0,0
"7926","1996-31","P05960054324",1996,32.26538,-79.16973,56,91,18.07,36.18,0,0,0,0,0,2,0
"7927","1996-33","P05960057324",1996,32.51285,-79.69746,16,93,18.02,34.66,91,0,0,0,8,2,0
"7928","1996-33","P05960058324",1996,32.51122,-79.70036,18,94,18.02,34.66,23,0,0,0,59,0,0
"7929","1996-33","P05960059324",1996,32.51019,-79.7024,16,94,18.02,34.66,17,0,0,0,64,0,0
"7930","1996-33","P05960060324",1996,32.50645,-79.70679,16,96,18.02,34.66,21,0,0,0,94,0,0
"7931","1996-33","P05960061324",1996,32.50423,-79.70792,15,97,18.02,34.66,79,0,0,0,45,0,0
"7932","1996-33","P05960062324",1996,32.50383,-79.70935,16,97,18.02,34.66,60,0,0,0,17,1,0
"7933","1996-34","P05960064324",1996,32.50883,-79.70053,15,90,18.01,34.7,34,0,0,0,42,0,0
"7934","1996-34","P05960065324",1996,32.50825,-79.70367,16,90,18.01,34.7,8,0,0,0,27,0,0
"7935","1996-34","P05960066324",1996,32.50645,-79.70203,14,91,18.01,34.7,19,0,0,0,60,1,0
"7936","1996-34","P05960067324",1996,32.50593,-79.70413,15,91,18.01,34.7,14,0,0,0,48,0,0
"7937","1996-34","P05960068324",1996,32.50393,-79.7044,15,98,18.01,34.7,51,0,0,0,74,1,0
"7938","1996-34","P05960069324",1996,32.50237,-79.70298,21,90,18.01,34.7,32,0,0,0,89,0,0
"7939","1996-36","P05960072324",1996,32.35758,-79.0459,51,95,16.97,36.17,0,0,0,0,0,0,0
"7940","1996-36","P05960073324",1996,32.3561,-79.0478,51,100,16.97,36.17,0,1,0,0,0,0,0
"7941","1996-36","P05960074324",1996,32.35277,-79.05022,57,103,16.97,36.17,0,1,0,0,0,11,0
"7942","1996-36","P05960075324",1996,32.34977,-79.04925,45,106,16.97,36.17,0,3,0,0,0,1,0
"7943","1996-37","P05960080324",1996,32.35095,-79.0477,58,89,17.26,36.16,0,8,0,0,0,0,0
"7944","1996-37","P05960082324",1996,32.35375,-79.04545,49,95,17.26,36.16,0,3,0,0,0,5,0
"7945","1996-37","P05960083324",1996,32.35587,-79.04365,56,96,17.26,36.16,0,5,0,0,0,0,0
"7946","1996-37","P05960084324",1996,32.35722,-79.04414,55,97,17.26,36.16,0,3,0,0,0,12,0
"7947","1996-38","P05960090324",1996,32.35605,-79.0482,52,94,17.49,36.18,0,6,0,1,0,3,0
"7948","1996-40","P05960094324",1996,32.26197,-79.03653,91,141,15.6,36.03,0,7,0,0,0,0,0
"7949","1996-40","P05960095324",1996,32.25998,-79.0367,90,129,15.6,36.03,0,4,0,1,0,0,0
"7950","1996-40","P05960096324",1996,32.25828,-79.03782,92,115,15.6,36.03,0,3,0,0,0,0,0
"7951","1996-40","P05960097324",1996,32.25698,-79.03907,93,103,15.6,36.03,0,1,0,2,0,0,0
"7952","1996-40","P05960098324",1996,32.25433,-79.03813,93,90,15.6,36.03,0,20,0,0,0,0,0
"7953","1996-40","P05960099324",1996,32.25063,-79.03864,95,68,15.6,36.03,0,7,0,0,0,0,0
"7954","1996-42","P05960103324",1996,32.25377,-79.03505,95,89,16.15,36.11,0,6,0,1,0,0,0
"7955","1996-42","P05960104324",1996,32.25172,-79.0389,100,89,16.15,36.11,0,15,0,0,0,0,0
"7956","1996-42","P05960105324",1996,32.2508,-79.04218,94,95,16.15,36.11,0,2,0,0,0,0,0
"7957","1996-42","P05960106324",1996,32.25338,-79.04528,91,95,16.15,36.11,0,2,0,0,0,0,0
"7958","1996-42","P05960107324",1996,32.25018,-79.04749,92,95,16.15,36.11,0,7,0,1,0,0,0
"7959","1996-42","P05960108324",1996,32.24863,-79.04833,91,106,16.15,36.11,0,4,0,1,0,0,0
"7960","1996-43","P05960110324",1996,32.28607,-79.15337,50,95,NA,NA,0,1,0,0,0,0,0
"7961","1996-43","P05960111324",1996,32.2845,-79.15453,51,97,NA,NA,0,0,0,1,0,0,0
"7962","1996-43","P05960113324",1996,32.2819,-79.15672,52,104,NA,NA,0,0,0,0,0,0,0
"7963","1996-43","P05960114324",1996,32.27934,-79.15881,54,102,NA,NA,0,0,0,0,0,0,0
"7964","1996-43","P05960115324",1996,32.28138,-79.15725,50,88,NA,NA,0,2,0,0,0,0,0
"7965","1996-44","P05960120324",1996,31.6221,-79.67413,66,101,NA,NA,0,10,0,0,0,0,0
"7966","1996-48","P05960123324",1996,32.5918,-79.14906,38,92,20.01,36.25,2,0,1,0,0,0,0
"7967","1996-48","P05960124324",1996,32.59255,-79.15515,33,102,20.01,36.25,11,0,0,0,0,1,0
"7968","1996-48","P05960125324",1996,32.58935,-79.15405,34,79,20.01,36.25,0,3,0,1,0,0,0
"7969","1996-49","P05960130324",1996,32.59092,-79.14837,32,86,20.04,36.26,0,0,0,0,0,0,0
"7970","1996-49","P05960131324",1996,32.58925,-79.1507,39,87,20.04,36.26,1,0,1,0,0,0,0
"7971","1996-49","P05960132324",1996,32.58722,-79.15379,34,88,20.04,36.26,0,1,0,0,0,0,0
"7972","1996-49","P05960133324",1996,32.58562,-79.1531,34,90,20.04,36.26,3,0,0,0,0,0,0
"7973","1996-49","P05960134324",1996,32.587,-79.15093,33,100,20.04,36.26,5,0,0,0,0,0,1
"7974","1996-49","P05960135324",1996,32.58798,-79.14975,33,92,20.04,36.26,1,0,1,0,0,0,5
"7975","1996-52","P05960140324",1996,33.29972,-78.44975,23,90,20.31,35.52,23,0,0,0,10,7,1
"7976","1996-52","P05960142324",1996,33.29333,-78.45333,23,93,20.31,35.52,6,0,0,0,44,4,0
"7977","1996-52","P05960143324",1996,33.29045,-78.44984,23,96,20.31,35.52,8,0,0,0,50,11,2
"7978","1996-53","P05960150324",1996,33.28908,-78.44677,23,96,20.46,35.6,22,0,0,0,15,11,2
"7979","1996-54","P05960155324",1996,33.28067,-78.43663,26,97,20.59,35.67,0,1,0,0,0,20,2
"7980","1996-54","P05960156324",1996,33.27825,-78.44133,24,89,20.59,35.67,11,1,0,0,104,0,1
"7981","1996-54","P05960157324",1996,33.27802,-78.44543,25,90,20.59,35.67,25,0,0,0,70,1,0
"7982","1996-54","P05960159324",1996,33.27437,-78.44968,24,85,20.59,35.67,28,1,0,0,105,0,0
"7983","1996-55","P05960162324",1996,33.2828,-78.42551,23,96,20.6,35.68,11,0,0,0,163,1,0
"7984","1996-55","P05960163324",1996,33.28074,-78.42717,24,96,20.6,35.68,6,6,0,0,15,0,1
"7985","1996-55","P05960164324",1996,33.27912,-78.42876,25,95,20.6,35.68,0,1,0,0,0,0,0
"7986","1996-55","P05960165324",1996,33.27675,-78.43192,24,96,20.6,35.68,1,0,0,0,37,0,0
"7987","1996-55","P05960166324",1996,33.27538,-78.43288,24,99,20.6,35.68,23,0,0,0,71,3,1
"7988","1996-56","P05960168324",1996,32.84677,-78.26231,45,94,19.07,36.42,0,0,0,0,0,0,0
"7989","1996-56","P05960170324",1996,32.84143,-78.26338,56,102,19.07,36.42,0,0,0,0,0,0,0
"7990","1996-57","P05960179324",1996,32.86648,-78.24831,50,106,18.61,36.38,0,0,0,0,0,0,0
"7991","1996-60","P05960191324",1996,32.48265,-78.82658,59,93,19.25,36.46,0,0,0,0,0,0,0
"7992","1996-60","P05960192324",1996,32.48454,-78.82178,59,99,19.25,36.46,0,2,0,0,0,0,0
"7993","1996-60","P05960195324",1996,32.49294,-78.81834,48,110,19.25,36.46,0,7,0,0,0,0,0
"7994","1996-61","P05960197324",1996,32.48402,-78.83353,52,96,19.14,36.5,0,0,0,0,0,0,0
"7995","1996-61","P05960198324",1996,32.48532,-78.83,49,98,19.14,36.5,0,1,0,0,0,0,0
"7996","1996-61","P05960199324",1996,32.48617,-78.82848,49,101,19.14,36.5,0,1,0,1,0,0,0
"7997","1996-61","P05960200324",1996,32.48795,-78.82613,49,108,19.14,36.5,0,0,0,1,0,0,0
"7998","1996-61","P05960201324",1996,32.48855,-78.82467,48,110,19.14,36.5,0,0,0,0,0,0,0
"7999","1996-66","P05960210324",1996,32.24752,-79.70818,27,93,23.61,35.32,11,3,0,0,25,12,0
"8000","1996-66","P05960211324",1996,32.2492,-79.70673,26,95,23.61,35.32,0,6,0,0,100,4,0
"8001","1996-66","P05960212324",1996,32.25067,-79.70441,27,99,23.61,35.32,19,3,0,0,50,4,0
"8002","1996-66","P05960213324",1996,32.25282,-79.7038,25,97,23.61,35.32,0,0,0,0,24,2,0
"8003","1996-66","P05960214324",1996,32.25628,-79.70142,26,111,23.61,35.32,7,4,0,0,7,1,0
"8004","1996-66","P05960215324",1996,32.25898,-79.69767,28,112,23.61,35.32,0,0,0,0,1,0,0
"8005","1996-67","P05960217324",1996,32.24852,-79.70455,26,97,23.61,35.36,22,3,0,0,50,6,0
"8006","1996-67","P05960218324",1996,32.24913,-79.70264,26,99,23.61,35.36,10,1,0,0,24,5,0
"8007","1996-67","P05960219324",1996,32.25082,-79.70233,25,103,23.61,35.36,22,8,0,0,45,12,0
"8008","1996-67","P05960220324",1996,32.2539,-79.70016,25,97,23.61,35.36,0,0,0,0,0,2,0
"8009","1996-67","P05960221324",1996,32.25537,-79.6974,25,99,23.61,35.36,2,0,0,0,0,0,0
"8010","1996-67","P05960222324",1996,32.25653,-79.69545,26,101,23.61,35.36,1,5,0,0,0,0,0
"8011","1996-68","P05960224324",1996,31.68402,-80.35361,28,95,23.73,34.8,0,0,0,0,0,0,0
"8012","1996-68","P05960225324",1996,31.68313,-80.34648,27,97,23.73,34.8,0,0,0,0,0,0,0
"8013","1996-68","P05960226324",1996,31.68418,-80.34288,32,99,23.73,34.8,4,6,0,0,0,5,0
"8014","1996-68","P05960227324",1996,31.68505,-80.33922,27,102,23.73,34.8,0,0,0,0,0,1,0
"8015","1996-68","P05960228324",1996,31.68588,-80.33765,27,106,23.73,34.8,14,1,0,0,0,100,0
"8016","1996-68","P05960229324",1996,31.6876,-80.3352,33,111,23.73,34.8,0,0,0,0,0,0,0
"8017","1996-69","P05960231324",1996,31.68512,-80.33345,29,89,23.61,34.95,22,0,0,0,1,50,0
"8018","1996-69","P05960232324",1996,31.68537,-80.32819,33,123,23.61,34.95,5,0,0,0,0,0,0
"8019","1996-69","P05960233324",1996,31.68398,-80.32594,34,116,23.61,34.95,16,0,0,0,0,10,0
"8020","1996-69","P05960234324",1996,31.68312,-80.32491,33,109,23.61,34.95,7,0,0,0,0,0,0
"8021","1996-69","P05960235324",1996,31.68203,-80.32285,29,99,23.61,34.95,0,0,0,0,0,0,0
"8022","1996-69","P05960236324",1996,31.67965,-80.3193,33,87,23.61,34.95,0,0,0,0,0,0,0
"8023","1996-71","P05960239324",1996,31.44023,-80.35588,38,133,24.09,35.21,2,0,0,0,0,4,0
"8024","1996-71","P05960240324",1996,31.43438,-80.35678,34,121,24.09,35.21,4,14,0,0,50,13,0
"8025","1996-71","P05960241324",1996,31.42942,-80.35833,34,111,24.09,35.21,12,4,0,0,51,50,0
"8026","1996-71","P05960242324",1996,31.42793,-80.36165,34,96,24.09,35.21,0,3,0,0,1,0,0
"8027","1996-71","P05960243324",1996,31.42677,-80.36356,34,86,24.09,35.21,0,0,0,0,0,0,0
"8028","1996-71","P05960244324",1996,31.42378,-80.3639,35,72,24.09,35.21,0,1,0,0,0,0,0
"8029","1996-72","P05960246324",1996,31.41992,-80.37334,34,93,24.05,35.24,20,4,0,0,9,75,0
"8030","1996-72","P05960247324",1996,31.4229,-80.37183,38,95,24.05,35.24,15,0,0,0,5,50,0
"8031","1996-72","P05960248324",1996,31.42538,-80.36995,33,97,24.05,35.24,15,1,0,0,6,21,0
"8032","1996-72","P05960249324",1996,31.42882,-80.35365,34,99,24.05,35.24,5,1,0,0,1,20,0
"8033","1996-73","P05960253324",1996,31.11705,-79.92155,50,99,22.28,36.33,0,0,0,0,0,0,0
"8034","1996-73","P05960254324",1996,31.11385,-79.92197,48,99,22.28,36.33,0,0,0,0,0,0,0
"8035","1996-73","P05960255324",1996,31.11068,-79.92202,62,101,22.28,36.33,0,0,0,0,0,0,0
"8036","1996-73","P05960256324",1996,31.10862,-79.92273,51,104,22.28,36.33,0,0,0,0,0,0,0
"8037","1996-73","P05960257324",1996,31.10502,-79.92305,58,108,22.28,36.33,0,0,0,0,0,0,0
"8038","1996-73","P05960258324",1996,31.10245,-79.92433,54,111,22.28,36.33,0,0,0,1,0,0,0
"8039","1996-74","P05960260324",1996,31.13548,-79.91528,53,95,22.35,36.32,0,0,0,0,0,0,0
"8040","1996-74","P05960262324",1996,31.12962,-79.91807,55,101,22.35,36.32,0,0,0,0,0,0,0
"8041","1996-74","P05960263324",1996,31.1229,-79.91955,49,101,22.35,36.32,0,0,0,0,0,0,0
"8042","1996-74","P05960264324",1996,31.12095,-79.91893,54,98,22.35,36.32,0,0,0,0,0,0,0
"8043","1996-74","P05960265324",1996,31.11952,-79.91946,53,101,22.35,36.32,0,0,0,0,0,0,0
"8044","1996-75","P05960267324",1996,31.1515,-79.91145,48,96,22.46,36.33,0,0,0,0,0,0,0
"8045","1996-75","P05960268324",1996,31.14793,-79.91227,50,99,22.46,36.33,0,0,0,0,0,0,0
"8046","1996-75","P05960269324",1996,31.14618,-79.91312,47,100,22.46,36.33,0,0,0,1,0,0,0
"8047","1996-75","P05960270324",1996,31.1432,-79.9128,51,105,22.46,36.33,0,0,0,0,0,0,0
"8048","1996-75","P05960271324",1996,31.14152,-79.9153,48,107,22.46,36.33,0,0,0,3,0,0,0
"8049","1996-75","P05960272324",1996,31.13753,-79.91537,55,110,22.46,36.33,0,0,1,3,0,0,0
"8050","1996-79","P05960278324",1996,32.40457,-78.99893,43,94,22.57,36.15,0,0,0,0,0,0,0
"8051","1996-79","P05960279324",1996,32.40712,-78.99615,49,97,22.57,36.15,0,0,0,0,0,113,0
"8052","1996-79","P05960280324",1996,32.40923,-78.99447,44,101,22.57,36.15,0,0,0,0,0,0,1
"8053","1996-79","P05960281324",1996,32.41152,-78.99235,45,104,22.57,36.15,0,0,0,0,0,179,0
"8054","1996-79","P05960282324",1996,32.41367,-78.99437,47,110,22.57,36.15,0,0,0,0,0,0,0
"8055","1996-79","P05960283324",1996,32.41428,-78.99153,48,109,22.57,36.15,0,0,0,0,0,0,0
"8056","1996-80","P05960285324",1996,32.41597,-78.98592,47,86,22.61,36.18,0,0,0,0,0,112,0
"8057","1996-80","P05960286324",1996,32.41702,-78.98822,44,90,22.61,36.18,0,0,0,2,0,2,0
"8058","1996-81","P05960293324",1996,32.44238,-78.95067,57,95,22.64,36.18,0,4,0,1,0,3,0
"8059","1996-81","P05960294324",1996,32.4365,-78.9581,47,94,22.64,36.18,0,0,0,0,0,5,0
"8060","1996-81","P05960295324",1996,32.4401,-78.95609,51,94,22.64,36.18,0,0,0,0,0,0,0
"8061","1996-81","P05960297324",1996,32.44387,-78.94981,56,101,22.64,36.18,0,0,0,1,0,4,0
"8062","1996-82","P05960299324",1996,32.44757,-78.94524,46,89,22.83,36.19,0,0,0,2,0,16,0
"8063","1996-82","P05960300324",1996,32.44887,-78.94379,47,91,22.83,36.19,0,0,0,0,0,16,0
"8064","1996-82","P05960301324",1996,32.45038,-78.94207,48,92,22.83,36.19,0,0,0,1,0,0,0
"8065","1996-82","P05960302324",1996,32.45378,-78.93702,45,97,22.83,36.19,0,1,0,0,0,128,0
"8066","1996-82","P05960303324",1996,32.45548,-78.93591,54,99,22.83,36.19,0,0,0,2,0,50,0
"8067","1996-82","P05960304324",1996,32.45882,-78.94203,47,102,22.83,36.19,0,0,0,0,0,0,0
"8068","1996-89","P05960306324",1996,32.79093,-78.64108,35,101,23.49,36.32,0,0,0,0,0,0,0
"8069","1996-89","P05960307324",1996,32.79078,-78.643,35,106,23.49,36.32,1,5,0,0,0,21,0
"8070","1996-89","P05960308324",1996,32.78885,-78.64445,35,105,23.49,36.32,1,1,0,0,0,31,0
"8071","1996-89","P05960309324",1996,32.78613,-78.64657,35,110,23.49,36.32,1,6,0,0,0,0,0
"8072","1996-89","P05960310324",1996,32.78493,-78.64772,35,113,23.49,36.32,18,1,0,0,0,118,0
"8073","1996-89","P05960311324",1996,32.78259,-78.65002,35,118,23.49,36.32,4,11,0,0,0,119,0
"8074","1996-90","P05960313324",1996,32.7861,-78.64159,33,103,23.55,36.34,0,1,0,0,0,0,0
"8075","1996-90","P05960314324",1996,32.78162,-78.64297,31,104,23.55,36.34,11,0,0,1,0,202,0
"8076","1996-90","P05960315324",1996,32.77917,-78.64458,37,112,23.55,36.34,1,4,0,0,0,65,0
"8077","1996-90","P05960316324",1996,32.77808,-78.64767,32,118,23.55,36.34,0,2,0,2,0,0,11
"8078","1996-90","P05960317324",1996,32.77545,-78.6502,31,120,23.55,36.34,0,3,0,0,0,3,0
"8079","1996-91","P05960320324",1996,32.7091,-78.53645,46,106,19.52,36.38,0,0,0,0,0,0,0
"8080","1996-91","P05960321324",1996,32.715,-78.52689,48,103,19.52,36.38,0,2,0,0,0,0,1
"8081","1996-91","P05960322324",1996,32.7191,-78.5227,46,111,19.52,36.38,0,0,0,0,0,0,0
"8082","1996-92","P05960328324",1996,32.43112,-78.96653,45,108,19.73,36.36,0,0,0,1,0,6,0
"8083","1996-92","P05960329324",1996,32.4286,-78.96978,45,108,19.73,36.36,0,0,0,0,0,0,0
"8084","1996-92","P05960330324",1996,32.42655,-78.97266,47,113,19.73,36.36,0,0,0,0,0,15,0
"8085","1996-92","P05960331324",1996,32.42408,-78.97556,51,118,19.73,36.36,0,4,0,0,0,14,0
"8086","1996-93","P05960334324",1996,32.28399,-79.71665,25,92,24.57,36,22,3,0,0,38,9,0
"8087","1996-93","P05960335324",1996,32.28205,-79.71868,24,87,24.57,36,0,9,0,0,0,1,0
"8088","1996-93","P05960336324",1996,32.27975,-79.71823,30,94,24.57,36,3,3,0,0,1,1,0
"8089","1996-93","P05960337324",1996,32.27863,-79.72093,24,98,24.57,36,22,0,0,0,19,21,0
"8090","1996-93","P05960338324",1996,32.27835,-79.72334,26,100,24.57,36,0,17,0,0,0,0,0
"8091","1996-93","P05960339324",1996,32.27475,-79.72598,32,101,24.57,36,0,0,0,0,93,3,0
"8092","1996-94","P05960341324",1996,32.28315,-79.72195,24,94,24.63,35.96,1,4,0,0,50,8,0
"8093","1996-94","P05960342324",1996,32.28093,-79.72103,25,94,24.63,35.96,2,4,0,0,0,2,0
"8094","1996-94","P05960343324",1996,32.27987,-79.72467,24,97,24.63,35.96,0,8,0,0,3,13,0
"8095","1996-94","P05960344324",1996,32.28133,-79.7275,24,104,24.63,35.96,3,4,0,0,10,7,0
"8096","1996-94","P05960345324",1996,32.2795,-79.72785,25,106,24.63,35.96,0,9,0,0,0,6,0
"8097","1996-94","P05960346324",1996,32.27673,-79.72723,25,111,24.63,35.96,10,8,0,0,50,17,0
"8098","1996-97","P05960350324",1996,32.68525,-78.5568,47,108,18.51,36.3,0,0,0,1,0,5,0
"8099","1996-97","P05960353324",1996,32.67342,-78.5595,45,98,18.51,36.3,0,1,0,0,0,0,0
"8100","1996-97","P05960354324",1996,32.66828,-78.56194,52,101,18.51,36.3,0,0,0,0,0,0,0
"8101","1996-98","P05960362324",1996,32.64285,-78.5729,47,87,18.51,36.3,0,1,0,0,0,6,0
"8102","1996-99","P05960364324",1996,32.62608,-78.57138,57,96,19.12,36.56,0,0,0,1,0,0,0
"8103","1996-99","P05960365324",1996,32.62372,-78.57982,43,97,19.12,36.56,0,0,0,0,0,0,0
"8104","1996-99","P05960368324",1996,32.6086,-78.5808,46,111,19.12,36.56,0,0,0,0,0,4,0
"8105","1996-102","P05960373324",1996,31.7388,-80.21923,29,99,26.34,35.62,0,0,0,1,0,0,1
"8106","1996-102","P05960374324",1996,31.7371,-80.22337,35,106,26.34,35.62,0,0,0,0,0,0,0
"8107","1996-102","P05960375324",1996,31.7367,-80.22382,30,93,26.34,35.62,0,2,0,0,0,16,0
"8108","1996-102","P05960376324",1996,31.73582,-80.22475,29,100,26.34,35.62,9,0,0,0,0,50,0
"8109","1996-102","P05960377324",1996,31.7356,-80.22633,30,99,26.34,35.62,2,0,0,0,0,0,0
"8110","1996-102","P05960378324",1996,31.73557,-80.22687,29,100,26.34,35.62,0,0,0,4,0,0,0
"8111","1996-103","P05960380324",1996,31.68845,-80.32405,27,91,26.45,35.68,11,0,0,0,1,22,0
"8112","1996-103","P05960381324",1996,31.68698,-80.3253,26,92,26.45,35.68,15,0,0,0,0,7,0
"8113","1996-103","P05960382324",1996,31.68477,-80.32446,27,92,26.45,35.68,50,0,0,0,0,17,0
"8114","1996-103","P05960384324",1996,31.6813,-80.32843,26,104,26.45,35.68,5,0,0,0,1,50,0
