"","Valid_Video","PCG","EVENT","PID","Coll","Gear_ID","Data.Source","GMT","Day","Month","Year","Latitude","Longitude","Stat_Depth","Samp_Depth","Samp_Dur","Station.Number","Station_Code","Pressure","Depth","Temp","Salinity","Oxygen","CHLA","PO4","NO2","NO3","Backscatter","PAR","Turbidity","Camera_A","Camera_A2","Camera_C","Camera_C2","Camera_CO","Camera_I","Camera_T","CameraBrandA","CameraBrandA2","CameraBrandC","CameraBrandC2","CameraBrandCO","CameraBrandI","CameraBrand","CameraModelA","CameraModelA2","CameraModelC","CameraModelC2","CameraModelCO","CameraModelI","CameraModel","Reader.InitialsA","Reader.InitialsA2","Date.ReadA","Date.ReadA2","Reviewer.InitialsA","Reviewer.InitialsA2","Date.ReviewedA","Date.ReviewedA2","No.Readable.FramesA","No.Readable.FramesA2","Video.ReadableA","Video.ReadableA2","Primary.ReasonA","Primary.ReasonA2","Camera_Dark","Camera_Bounces","Camera_Moves","Camera_Obstruction","Camera_Focus","Camera_Turbidity","Max_Biota_Density","Mean_Biota_Density","Biota_Height","Max_Substrate_Density","Mean_Substrate_Density","Substrate_Size","Substrate_Relief","Current_Direction","Current_Magnitude","MeanCountA","MeanCountA2","Abund01.A","Abund01.A2","Abund01","MaxN.A","MaxN.A2","MaxN","which.max"
"3203","Yes","T59117195324","2011-184","T59",117195,"324","SMRFC","17:54",12,10,2011,32.75,-79.27,20,20,90,NA,"Recon",21.42,22.11,23.99,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"ZHS",NA,"2/24/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3204","Yes","T59117196324","2011-184","T59",117196,"324","SMRFC","17:58",12,10,2011,32.75,-79.26,20,20,91,NA,"Recon",21.42,22.11,23.99,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/18/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3205","Yes","T59117197324","2011-184","T59",117197,"324","SMRFC","18:02",12,10,2011,32.75,-79.25,19,19,94,NA,"Recon",21.42,22.11,23.99,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"WAM",NA,"5/14/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3206","Yes","T59117198324","2011-184","T59",117198,"324","SMRFC","18:14",12,10,2011,32.74,-79.25,20,20,87,NA,"Recon",21.42,22.11,23.99,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/19/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3207","Yes","T59117209324","2011-187","T59",117209,"324","SMRFC","11:42",13,10,2011,32.6,-79.34,23,23,93,3089,"ReconConv",26.03,26.68,24.36,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"CMS",NA,"6/19/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3208","Yes","T59117210324","2011-187","T59",117210,"324","SMRFC","11:51",13,10,2011,32.59,-79.35,24,24,90,3090,"ReconConv",26.03,26.68,24.36,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/15/2012",NA,"ZHS",NA,"10/30/2012",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3209","Yes","T59117211324","2011-187","T59",117211,"324","SMRFC","11:54",13,10,2011,32.59,-79.35,22,22,92,3091,"ReconConv",26.03,26.68,24.36,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/15/2012",NA,"ZHS",NA,"10/30/2012",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3210","Yes","T59117212324","2011-187","T59",117212,"324","SMRFC","11:56",13,10,2011,32.59,-79.35,26,26,95,3092,"ReconConv",26.03,26.68,24.36,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/15/2012",NA,"ZHS",NA,"10/30/2012",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3211","Yes","T59117213324","2011-187","T59",117213,"324","SMRFC","12:00",13,10,2011,32.59,-79.35,24,24,96,3093,"ReconConv",26.03,26.68,24.36,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/15/2012",NA,"ZHS",NA,"10/30/2012",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3212","Yes","T59117214324","2011-187","T59",117214,"324","SMRFC","12:12",13,10,2011,32.58,-79.34,25,25,93,3094,"ReconConv",26.03,26.68,24.36,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/15/2012",NA,"ZHS",NA,"10/30/2012",NA,41,NA,"Yes",NA,"",NA,"Dark, but Readable","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",NA,NA,"Unknown",NA,NA,"Substrate cannot be seen","Relief cannot be seen","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3213","Yes","T59117217324","2011-189","T59",117217,"324","SMRFC","16:13",13,10,2011,32.56,-79.36,22,22,88,3095,"ReconConv",24.33,24.46,24.37,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/15/2012",NA,"ZHS",NA,"10/30/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","Bounces, but Readable","Doesn't Move","No Obstruction","Focused","Fair",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3214","Yes","T59117218324","2011-189","T59",117218,"324","SMRFC","16:17",13,10,2011,32.56,-79.36,24,24,89,3096,"ReconConv",24.33,24.46,24.37,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/15/2012",NA,"ZHS",NA,"10/30/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",40,40,"Max Height >0.5 m",60,60,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3215","Yes","T59117219324","2011-189","T59",117219,"324","SMRFC","16:20",13,10,2011,32.56,-79.36,22,22,91,3097,"ReconConv",24.33,24.46,24.37,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/22/2012",NA,"ZHS",NA,"10/31/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",20,20,"Max height < 0.5 m",50,50,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3216","Yes","T59117220324","2011-189","T59",117220,"324","SMRFC","16:23",13,10,2011,32.55,-79.36,24,24,95,3098,"ReconConv",24.33,24.46,24.37,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/24/2012",NA,"ZHS",NA,"10/31/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",15,15,"Max height < 0.5 m",10,10,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3217","Yes","T59117221324","2011-189","T59",117221,"324","SMRFC","16:27",13,10,2011,32.55,-79.36,24,24,96,3099,"ReconConv",24.33,24.46,24.37,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"DMG",NA,"10/24/2012",NA,"ZHS",NA,"10/31/2012",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",5,2.5,"Max Height >0.5 m",5,2.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3218","Yes","T59117222324","2011-189","T59",117222,"324","SMRFC","16:31",13,10,2011,32.55,-79.36,24,24,97,3100,"ReconConv",24.33,24.46,24.37,36.34,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"CMS",NA,"6/18/2012",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Poor",10,7.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3219","Yes","T59127079324","2012-111","T59",127079,"324","SMRFC","20:55",12,7,2012,34.44,-76.62,20,20,89,NA,"Recon",18.97,19.04,24.74,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"7/16/2013",NA,"DJB",NA,"11/18/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",1,0.5,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3220","Yes","T59127080324","2012-111","T59",127080,"324","SMRFC","21:01",12,7,2012,34.45,-76.62,20,20,91,NA,"Recon",18.97,19.04,24.74,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"7/17/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",80,80,"Max Height >0.5 m",60,60,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3221","Yes","T59127081324","2012-111","T59",127081,"324","SMRFC","21:06",12,7,2012,34.44,-76.62,18,18,91,2338,"ReconConv",18.97,19.04,24.74,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"7/16/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",80,45,"Max Height >0.5 m",100,51,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3222","Yes","T59127082324","2012-111","T59",127082,"324","SMRFC","21:09",12,7,2012,34.45,-76.62,17,17,92,2339,"ReconConv",18.97,19.04,24.74,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"7/17/2013",NA,"DJB",NA,"11/18/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",60,55,"Max Height >0.5 m",30,20,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3223","Yes","T59127083324","2012-111","T59",127083,"324","SMRFC","21:13",12,7,2012,34.45,-76.62,19,19,93,2340,"ReconConv",18.97,19.04,24.74,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"7/17/2013",NA,"DJB",NA,"11/18/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",60,30,"Max Height >0.5 m",100,50,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3224","Yes","T59127084324","2012-111","T59",127084,"324","SMRFC","21:17",12,7,2012,34.45,-76.62,21,21,94,2341,"ReconConv",18.97,19.04,24.74,36.31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"Still",NA,NA,"HF S200",NA,NA,NA,"Still",NA,NA,"BZT",NA,"7/17/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",35,30,"Max Height >0.5 m",80,67.5,">50% Consolidated Sediment > 1 m in diameter",">1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3225","Yes","T59137069324","2013-28","T59",137069,"324","SMRFC","17:53",30,5,2013,33.06,-78.62,27,27,92,3101,"ReconConv",26.94,26.94,22.65,36.06,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Canon",NA,NA,NA,"GoPro",NA,NA,"HF S200",NA,NA,NA,"HD Hero3",NA,NA,"JMC",NA,"11/4/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",10,10,"Max Height >0.5 m",5,4,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3226","Yes","T59147001324","2014-34","T59",147001,"324","SMRFC","14:04",23,4,2014,32.28,-79.73,25,25,94,NA,"ReconConv",26.26,26.1,18.65,35.62,5.12,0.46,NA,NA,NA,NA,NA,1.525,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",20,20,"Max Height >0.5 m",15,15,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3227","Yes","T59147002324","2014-34","T59",147002,"324","SMRFC","14:08",23,4,2014,32.28,-79.74,25,25,97,NA,"ReconConv",26.26,26.1,18.65,35.62,5.12,0.46,NA,NA,NA,NA,NA,1.525,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",30,30,"Max Height >0.5 m",40,40,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3228","Yes","T59147003324","2014-34","T59",147003,"324","SMRFC","14:12",23,4,2014,32.28,-79.74,25,25,100,NA,"ReconConv",26.26,26.1,18.65,35.62,5.12,0.46,NA,NA,NA,NA,NA,1.525,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",30,30,"Max Height >0.5 m",40,40,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Towards","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3229","Yes","T59147004324","2014-34","T59",147004,"324","SMRFC","14:15",23,4,2014,32.28,-79.74,26,26,105,NA,"Recon",26.26,26.1,18.65,35.62,5.12,0.46,NA,NA,NA,NA,NA,1.525,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",1,1,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3230","Yes","T59147005324","2014-34","T59",147005,"324","SMRFC","14:18",23,4,2014,32.28,-79.74,25,25,108,NA,"ReconConv",26.26,26.1,18.65,35.62,5.12,0.46,NA,NA,NA,NA,NA,1.525,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",30,30,"Max height < 0.5 m",40,40,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3231","Yes","T59147006324","2014-34","T59",147006,"324","SMRFC","14:22",23,4,2014,32.28,-79.75,26,26,109,NA,"ReconConv",26.26,26.1,18.65,35.62,5.12,0.46,NA,NA,NA,NA,NA,1.525,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"BZT",NA,"3/17/2015",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",20,20,"Max Height >0.5 m",20,20,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3232","Yes","T59147008324","2014-35","T59",147008,"324","SMRFC","19:39",23,4,2014,32.13,-79.31,50,50,96,NA,"ReconConv",48.84,48.5,21.15,36.36,4.94,0.97,NA,NA,NA,NA,NA,1.432,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"BZT",NA,"3/18/2015",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",20,20,"Max Height >0.5 m",20,20,">50% Consolidated Sediment > 1 m in diameter","0.3 - 1 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3234","Yes","T60123123324","2012-1019","T60",123123,"324","SEFIS","17:51",29,4,2012,29.74,-80.47,36,36,93,5120,"Random",52.49,35.94,21.21,36.23,5.88,5.69,NA,NA,NA,0.42,36.98,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"BZT",NA,"1/23/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,10,"Max height < 0.5 m",5,2.5,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3235","Yes","T59147011324","2014-35","T59",147011,"324","SMRFC","19:50",23,4,2014,32.13,-79.3,50,50,105,NA,"Recon",48.84,48.5,21.15,36.36,4.94,0.97,NA,NA,NA,NA,NA,1.432,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",2,2,"Max height < 0.5 m",1,1,"> 50% consolidated sediment <1 m in diameter","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3236","Yes","T59147012324","2014-35","T59",147012,"324","SMRFC","19:55",23,4,2014,32.14,-79.29,51,51,107,NA,"Recon",48.84,48.5,21.15,36.36,4.94,0.97,NA,NA,NA,NA,NA,1.432,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",2,2,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3237","Yes","T60123127324","2012-1020","T60",123127,"324","SEFIS","20:15",29,4,2012,29.78,-80.43,42,42,82,5567,"ReconConv",58.69,40.19,20.76,36.22,5.8,5.57,NA,NA,NA,0.34,15.2,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"MLB",NA,"9/16/2013",NA,"ZHS",NA,"10/21/2013",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Fair",10,10,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3238","Yes","T59147028324","2014-49","T59",147028,"324","SMRFC","14:12",24,4,2014,32.35,-79.06,52,52,93,NA,"Recon",54.57,54.2,19.85,36.22,5.03,0.48,NA,NA,NA,NA,NA,1.43,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/15/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",0,0,"No attached biota",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3239","Yes","T60123129324","2012-1020","T60",123129,"324","SEFIS","20:24",29,4,2012,29.77,-80.43,42,42,89,5385,"Random",58.69,40.19,20.76,36.22,5.8,5.57,NA,NA,NA,0.34,15.2,NA,1,NA,1,NA,NA,NA,NA,"Canon",NA,"GoPro",NA,NA,NA,NA,"HF S200",NA,"HD Hero/Flat Housing",NA,NA,NA,NA,"NAM",NA,"1/11/2013",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Out of Focus, but Readable","Fair",10,10,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Away","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3240","Yes","T59147030324","2014-49","T59",147030,"324","SMRFC","14:20",24,4,2014,32.35,-79.06,51,51,103,NA,"Recon",54.57,54.2,19.85,36.22,5.03,0.48,NA,NA,NA,NA,NA,1.43,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/16/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",1,1,"Max height < 0.5 m",0,0,"No consolidated sediment","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
"3241","Yes","T59147031324","2014-49","T59",147031,"324","SMRFC","14:23",24,4,2014,32.35,-79.06,53,53,93,NA,"ReconConv",54.57,54.2,19.85,36.22,5.03,0.48,NA,NA,NA,NA,NA,1.43,1,NA,NA,NA,NA,NA,NA,"Canon",NA,NA,NA,NA,NA,NA,"HF S200",NA,NA,NA,NA,NA,NA,"DMM",NA,"5/16/2014",NA,"",NA,"",NA,41,NA,"Yes",NA,"",NA,"Not Dark","No Bounce","Doesn't Move","No Obstruction","Focused","Clear",25,25,"Max Height >0.5 m",20,20,">50% Consolidated Sediment > 1 m in diameter","<0.3 m of Relief","Cross","Weak",0,NA,0,NA,0,0,NA,0,"A Camera"
